id,name,slug,familyName,primaryCategory,difficulty,primaryMuscles,secondaryMuscles,movementPattern,forceType,mechanic,equipment,hictSuitable,smallSpace,quiet,cardioIntensive,strengthFocus,mobilityFocus,beginnerFriendly,minimalTransition,description,instructions,tips,commonMistakes,breathing,thumbnailUrl,gifUrl,videoUrl,defaultReps,defaultDurationSeconds,caloriesPerMinute,metValue,isVerified,popularityScore
24ec2338-a45a-49d4-bb3e-c82237c72dd3,Alternating Single Leg Split Squats,alternating-single-leg-split-squats,Lunge,lower_body,intermediate,"[""quadriceps""]","[""glutes"", ""hamstrings""]",lunge,push,compound,"[""bodyweight""]",True,True,True,False,True,False,False,True,A split squat alternating which leg leads each rep. Builds unilateral leg strength and balance.,"[""Stand in a staggered stance."", ""Lower back knee toward the ground."", ""Press through front foot to return."", ""Switch legs and repeat.""]",[],[],,,,,,,,,False,0
772bf7d1-fd33-4824-aed3-f802f171c7ca,Alternating V-Tucks to V-Ups,alternating-v-tucks-to-v-ups,Crunch,core,intermediate,"[""abdominals""]","[""hip flexors""]",anti-flexion,pull,compound,"[""bodyweight""]",True,True,True,False,True,False,False,True,"Alternate between a V-tuck (knees bent) and a full V-up (legs straight), maximizing ab engagement.","[""Lie flat with arms overhead."", ""V-tuck: bring bent knees to chest while crunching up."", ""Next rep: V-up with straight legs meeting hands overhead."", ""Alternate between the two.""]",[],[],,,,,,,,,False,0
6e1b6f81-043c-426d-86c6-efe25c608a62,Bear Crawl,bear-crawl,Crawl,full_body,intermediate,"[""shoulders""]","[""quadriceps"", ""abdominals"", ""hip flexors""]",locomotion,push,compound,"[""bodyweight""]",True,False,True,True,True,False,False,False,Crawl on hands and feet with knees hovering inches above the ground. Full-body coordination and conditioning.,"[""Start on all fours, lift knees slightly off ground."", ""Move opposite hand and foot forward simultaneously."", ""Keep hips low and core tight."", ""Continue crawling forward.""]",[],[],,,,,,,,,False,0
7d958aea-dfdf-44ab-af7f-85d8fc20e5f0,Bear Crawl Hold,bear-crawl-hold,Crawl,core,beginner,"[""abdominals""]","[""shoulders"", ""quadriceps""]",anti-extension,static,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Hold the bear crawl position (knees hovering) isometrically. Intense core and shoulder activation.,"[""Start on all fours."", ""Lift knees 1-2 inches off the ground."", ""Hold this position with knees hovering."", ""Maintain flat back.""]",[],[],,,,,,,,,False,0
6e1fea83-b984-4fb9-96e8-60d55cffd796,Bench Dips,bench-dips,Dip,upper_body,beginner,"[""triceps""]","[""chest"",""shoulders""]",push,push,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,"For this exercise you will need to place a bench behind your back. With the bench perpendicular to your body, and while looking away from it, hold on to the bench on its edge with the hands fully extended, separated at shoulder width. The legs will be extended forward, bent at the waist and perpendicular to your torso. This will be your starting position.","[""For this exercise you will need to place a bench behind your back. With the bench perpendicular to your body, and while looking away from it, hold on to the bench on its edge with the hands fully extended, separated at shoulder width. The legs will be extended forward, bent at the waist and perpendicular to your torso. This will be your starting position."",""Slowly lower your body as you inhale by bending at the elbows until you lower yourself far enough to where there is an angle slightly smaller than 90 degrees between the upper arm and the forearm. Tip: Keep the elbows as close as possible throughout the movement. Forearms should always be pointing down."",""Using your triceps to bring your torso up again, lift yourself back to the starting position."",""Repeat for the recommended amount of repetitions.""]",[],[],,,,,,,,,True,0
cbeaf17f-8248-4950-9ee6-812ee8b03bc4,Bench Jump,bench-jump,Jump,plyometric,intermediate,"[""quadriceps""]","[""calves"",""glutes"",""hamstrings""]",squat,push,compound,"[""bodyweight""]",True,True,False,True,False,False,False,True,Begin with a box or bench 1-2 feet in front of you. Stand with your feet shoulder width apart. This will be your starting position.,"[""Begin with a box or bench 1-2 feet in front of you. Stand with your feet shoulder width apart. This will be your starting position."",""Perform a short squat in preparation for the jump; swing your arms behind you."",""Rebound out of this position, extending through the hips, knees, and ankles to jump as high as possible. Swing your arms forward and up."",""Jump over the bench, landing with the knees bent, absorbing the impact through the legs."",""Turn around and face the opposite direction, then jump back over the bench.""]",[],[],,,,,,,,,True,0
a1028429-6368-4752-8a11-ada9242d064b,Bent-Knee Hip Raise,bent-knee-hip-raise,Crunch,core,beginner,"[""abdominals""]",[],anti-flexion,pull,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Lay flat on the floor with your arms next to your sides.,"[""Lay flat on the floor with your arms next to your sides."",""Now bend your knees at around a 75 degree angle and lift your feet off the floor by around 2 inches."",""Using your lower abs, bring your knees in towards you as you maintain the 75 degree angle bend in your legs. Continue this movement until you raise your hips off of the floor by rolling your pelvis backward. Breathe out as you perform this portion of the movement. Tip: At the end of the movement your knees will be over your chest."",""Squeeze your abs at the top of the movement for a second and then return to the starting position slowly as you breathe in. Tip: Maintain a controlled motion at all times."",""Repeat for the recommended amount of repetitions.""]",[],[],,,,,,,,,True,0
c76fa6d1-b092-40d4-bbd6-4eaff75b95bf,Bicycle Crunch,bicycle-crunch,Crunch,core,beginner,"[""abdominals""]","[""obliques"", ""hip flexors""]",rotation,pull,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Alternate bringing elbow to opposite knee in a pedaling motion while lying on your back. Same as Air Bike.,"[""Lie on back with hands behind head."", ""Lift shoulders and bring right elbow to left knee."", ""Switch, bringing left elbow to right knee."", ""Continue pedaling motion.""]",[],[],,,,,,,,,False,0
f5dc674f-ccae-42a7-a17d-b1f297ebff00,Bird Dog,bird-dog,Core Stability,core,beginner,"[""lower back""]","[""glutes"", ""abdominals"", ""shoulders""]",anti-extension,static,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,"From all fours, extend opposite arm and leg while keeping back flat. Fundamental core stability drill.","[""Start on all fours."", ""Extend right arm forward and left leg back."", ""Hold briefly, return."", ""Switch to left arm and right leg.""]",[],[],,,,,,,,,False,0
f36c4380-9a48-4adb-a336-74bf069527aa,Body Tricep Press,body-tricep-press,Push-Up,upper_body,beginner,"[""triceps""]",[],push,push,isolation,"[""bodyweight""]",True,True,True,False,True,False,True,True,Position a bar in a rack at chest height.,"[""Position a bar in a rack at chest height."",""Standing, take a shoulder width grip on the bar and step a yard or two back, feet together and arms extended so that you are leaning on the bar. This will be your starting position."",""Begin by flexing the elbow, lowering yourself towards the bar."",""Pause, and then reverse the motion by extending the elbows."",""Progress from bodyweight by adding chains over your shoulders.""]",[],[],,,,,,,,,True,0
a61e7466-f0ec-431d-bb28-3cdc648a5dd4,Body Weight Curtsy Lunges,body-weight-curtsy-lunges,Lunge,lower_body,beginner,"[""glutes""]","[""quadriceps"", ""adductors""]",lunge,push,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Step one foot diagonally behind the other in a curtsy motion and lower. Emphasizes gluteus medius and adductors.,"[""Stand with feet hip-width apart."", ""Step one foot diagonally behind the other."", ""Bend both knees to lower hips."", ""Press through front heel to return. Alternate legs.""]",[],[],,,,,,,,,False,0
7f42d49f-8956-4b91-972a-313fdc94f393,Body Weight Glute Bridges,body-weight-glute-bridges,Glute Bridge,lower_body,beginner,"[""glutes""]","[""hamstrings"", ""lower back""]",hip-hinge,push,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,"Lie on back, drive hips up by squeezing glutes. Foundational posterior chain exercise.","[""Lie on back with knees bent, feet flat."", ""Drive through heels to lift hips."", ""Squeeze glutes at top."", ""Lower with control.""]",[],[],,,,,,,,,False,0
085ff9b2-461c-4791-af6c-3742ac329037,Body Weight Good Mornings,body-weight-good-mornings,Hip Hinge,lower_body,beginner,"[""hamstrings""]","[""glutes"", ""lower back""]",hip-hinge,pull,compound,"[""bodyweight""]",True,True,True,False,True,True,True,True,"Stand with hands behind head, hinge at hips until torso is parallel, return by driving hips forward.","[""Stand with feet shoulder-width, hands behind head."", ""Hinge at hips pushing glutes back."", ""Lower until torso is roughly parallel to floor."", ""Drive hips forward to return.""]",[],[],,,,,,,,,False,0
aaa0f4d4-3c09-46d1-be2c-b7026bde6b26,Body-Up,body-up,Push-Up,upper_body,intermediate,"[""triceps""]","[""abdominals"",""forearms""]",push,push,isolation,"[""bodyweight""]",True,True,True,False,True,False,False,True,"Assume a plank position on the ground. You should be supporting your bodyweight on your toes and forearms, keeping your torso straight. Your forearms should be shoulder-width apart. This will be your starting position.","[""Assume a plank position on the ground. You should be supporting your bodyweight on your toes and forearms, keeping your torso straight. Your forearms should be shoulder-width apart. This will be your starting position."",""Pressing your palms firmly into the ground, extend through the elbows to raise your body from the ground. Keep your torso rigid as you perform the movement."",""Slowly lower your forearms back to the ground by allowing the elbows to flex."",""Repeat.""]",[],[],,,,,,,,,True,0
5b44cf78-4d41-4685-a9b6-d705b0ba35fe,Bodyweight Squat,bodyweight-squat,Squat,lower_body,beginner,"[""quadriceps""]","[""glutes"",""hamstrings""]",squat,push,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Stand with your feet shoulder width apart. You can place your hands behind your head. This will be your starting position.,"[""Stand with your feet shoulder width apart. You can place your hands behind your head. This will be your starting position."",""Begin the movement by flexing your knees and hips, sitting back with your hips."",""Continue down to full depth if you are able,and quickly reverse the motion until you return to the starting position. As you squat, keep your head and chest up and push your knees out.""]",[],[],,,,,,,,,True,0
48383277-9864-4b4e-8c69-622c80333353,Bottoms Up,bottoms-up,Crunch,core,beginner,"[""abdominals""]",[],anti-flexion,pull,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Begin by lying on your back on the ground. Your legs should be straight and your arms at your side. This will be your starting position.,"[""Begin by lying on your back on the ground. Your legs should be straight and your arms at your side. This will be your starting position."",""To perform the movement, tuck the knees toward your chest by flexing the hips and knees. Following this, extend your legs directly above you so that they are perpendicular to the ground. Rotate and elevate your pelvis to raise your glutes from the floor."",""After a brief pause, return to the starting position.""]",[],[],,,,,,,,,True,0
3e633650-ef2f-4968-9525-bfdeb5e92566,Box Jumps,box-jumps,Jump,plyometric,intermediate,"[""quadriceps""]","[""calves"", ""glutes"", ""hamstrings""]",squat,push,compound,"[""bodyweight"", ""box""]",True,False,False,True,True,False,False,False,Jump onto an elevated surface from a standing position. Develops lower body power.,"[""Stand facing a sturdy box or step."", ""Dip into quarter squat."", ""Jump explosively onto the box."", ""Stand tall at top, step down.""]",[],[],,,,,,,,,False,0
65073010-c025-4f16-bc3b-330c74f431ac,Bridge Marches,bridge-marches,Glute Bridge,lower_body,beginner,"[""glutes""]","[""abdominals"", ""hip flexors""]",hip-hinge,push,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,"Hold a glute bridge and alternately march each knee up, challenging pelvic stability.","[""Set up in a glute bridge with hips elevated."", ""Lift one foot off ground, driving knee toward chest."", ""Replace foot and repeat other side."", ""Keep hips level throughout.""]",[],[],,,,,,,,,False,0
21c9a2c1-4481-4a96-933d-dbc0d6c4f9f8,Broad Jumps,broad-jumps,Jump,plyometric,intermediate,"[""quadriceps""]","[""calves"", ""glutes"", ""hamstrings""]",squat,push,compound,"[""bodyweight""]",True,False,False,True,True,False,False,False,Jump forward for maximum horizontal distance. Builds explosive lower body power.,"[""Stand with feet shoulder-width."", ""Swing arms and dip into squat."", ""Explode forward."", ""Land softly with bent knees.""]",[],[],,,,,,,,,False,0
e02d15c0-f595-4d7c-9d30-b733e3c27d76,Bulgarian Split Squats,bulgarian-split-squats,Lunge,lower_body,intermediate,"[""quadriceps""]","[""glutes"", ""hamstrings""]",lunge,push,compound,"[""bodyweight"", ""bench""]",True,True,True,False,True,False,False,True,Rear-foot-elevated split squat. Place back foot on a bench and squat on the front leg.,"[""Stand with one foot on a bench behind you."", ""Lower by bending front knee."", ""Descend until back knee nearly touches ground."", ""Press through front foot to stand.""]",[],[],,,,,,,,,False,0
431ebf71-72fa-4d73-ab76-84f3b3fa7789,Burpees,burpees,Burpee,full_body,intermediate,"[""chest""]","[""quadriceps"", ""shoulders"", ""glutes"", ""abdominals""]",push,push,compound,"[""bodyweight""]",True,True,False,True,True,False,False,True,"The ultimate full-body HIIT exercise. From standing, drop to a push-up, perform it, jump feet to hands, and explosively jump up.","[""Stand with feet shoulder-width."", ""Drop hands to floor and jump feet back to plank."", ""Perform a push-up."", ""Jump feet to hands and explosively jump up with arms overhead.""]",[],[],,,,,,,,,False,0
e9c91747-5d13-43f4-be2f-996315938eb7,Burpees (No Push-Up),burpees-no-push-up,Burpee,full_body,beginner,"[""quadriceps""]","[""shoulders"", ""glutes"", ""abdominals""]",squat,push,compound,"[""bodyweight""]",True,True,False,True,False,False,True,True,"A modified burpee without the push-up. Drop to plank, jump back up.","[""Stand with feet shoulder-width."", ""Drop hands to floor, jump feet back to plank."", ""Jump feet back to hands."", ""Stand or jump up.""]",[],[],,,,,,,,,False,0
c7ab96a8-6107-4178-9564-4400a4c04a15,Butt Kick Running In Place,butt-kick-running-in-place,Running,cardio,beginner,"[""hamstrings""]","[""calves"", ""quadriceps""]",locomotion,push,compound,"[""bodyweight""]",True,True,True,True,False,False,True,True,Run in place kicking heels toward glutes. A dynamic warm-up and cardio drill.,"[""Run in place."", ""Actively kick heels up toward glutes each stride."", ""Pump arms naturally."", ""Stay on balls of feet.""]",[],[],,,,,,,,,False,0
0125b5ca-7e1e-4c80-8340-2a5831e21043,Butt Lift (Bridge),butt-lift-bridge,Glute Bridge,lower_body,beginner,"[""glutes""]","[""hamstrings""]",hip-hinge,push,isolation,"[""bodyweight""]",True,True,True,False,True,False,True,True,Lie flat on the floor on your back with the hands by your side and your knees bent. Your feet should be placed around shoulder width. This will be your starting position.,"[""Lie flat on the floor on your back with the hands by your side and your knees bent. Your feet should be placed around shoulder width. This will be your starting position."",""Pushing mainly with your heels, lift your hips off the floor while keeping your back straight. Breathe out as you perform this part of the motion and hold at the top for a second."",""Slowly go back to the starting position as you breathe in.""]",[],[],,,,,,,,,True,0
48dfa9d2-8512-44cf-ae4e-76c7a9bfe3c9,Butt-Ups,butt-ups,Plank,core,beginner,"[""abdominals""]",[],anti-extension,pull,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Begin a pushup position but with your elbows on the ground and resting on your forearms. Your arms should be bent at a 90 degree angle.,"[""Begin a pushup position but with your elbows on the ground and resting on your forearms. Your arms should be bent at a 90 degree angle."",""Arch your back slightly out rather than keeping your back completely straight."",""Raise your glutes toward the ceiling, squeezing your abs tightly to close the distance between your ribcage and hips. The end result will be that you'll end up in a high bridge position. Exhale as you perform this portion of the movement."",""Lower back down slowly to your starting position as you breathe in. Tip: Don't let your back sag downwards."",""Repeat for the recommended amount of repetitions.""]",[],[],,,,,,,,,True,0
98494a93-7158-4fdc-ade2-003429396ccc,Calf Raises,calf-raises,Calf Raise,lower_body,beginner,"[""calves""]",[],push,push,isolation,"[""bodyweight""]",True,True,True,False,True,False,True,True,Rise onto your toes from a standing position. Targets the gastrocnemius and soleus.,"[""Stand with feet hip-width."", ""Rise onto toes as high as possible."", ""Hold briefly at top."", ""Lower with control.""]",[],[],,,,,,,,,False,0
386d3b4e-ce85-4ccd-b0f8-3495b4bb7465,Chin-Up,chin-up,Pull-Up,upper_body,beginner,"[""lats""]","[""biceps"",""forearms"",""middle back""]",pull,pull,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Grab the pull-up bar with the palms facing your torso and a grip closer than the shoulder width.,"[""Grab the pull-up bar with the palms facing your torso and a grip closer than the shoulder width."",""As you have both arms extended in front of you holding the bar at the chosen grip width, keep your torso as straight as possible while creating a curvature on your lower back and sticking your chest out. This is your starting position. Tip: Keeping the torso as straight as possible maximizes biceps stimulation while minimizing back involvement."",""As you breathe out, pull your torso up until your head is around the level of the pull-up bar. Concentrate on using the biceps muscles in order to perform the movement. Keep the elbows close to your body. Tip: The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar."",""After a second of squeezing the biceps in the contracted position, slowly lower your torso back to the starting position; when your arms are fully extended. Breathe in as you perform this portion of the movement."",""Repeat this motion for the prescribed amount of repetitions.""]",[],[],,,,,,,,,True,0
f2d79c63-0c69-462a-bff1-ee900958e969,Circle Push-Ups,circle-push-ups,Push-Up,upper_body,intermediate,"[""chest""]","[""shoulders"", ""triceps"", ""abdominals""]",push,push,compound,"[""bodyweight""]",True,True,True,False,True,False,False,True,"Perform push-ups while shifting body in a circular path, hitting the chest from multiple angles.","[""Start in push-up position."", ""Lower while shifting body in a circular arc."", ""Press up to complete the circle."", ""Reverse direction.""]",[],[],,,,,,,,,False,0
dae65061-84fe-42d9-bb59-858f43c49d55,Clock Push-Up,clock-push-up,Push-Up,upper_body,intermediate,"[""chest""]","[""shoulders"",""triceps""]",push,push,compound,"[""bodyweight""]",True,True,True,False,True,False,False,True,"Move into a prone position on the floor, supporting your weight on your hands and toes.","[""Move into a prone position on the floor, supporting your weight on your hands and toes."",""Your arms should be fully extended with the hands around shoulder width. Keep your body straight throughout the movement. This will be your starting position."",""Descend by flexing at the elbow, lowering your chest toward the ground."",""At the bottom, reverse the motion by pushing yourself up through elbow extension as quickly as possible until you are air borne. Aim to \""jump\"" 12-18 inches to one side."",""As you accelerate up, move your outside foot away from your direction of travel. Leaving the ground, shift your body about 30 degrees for the next repetition."",""Return to the starting position and repeat the exercise, working all the way around until you are back where you started.""]",[],[],,,,,,,,,True,0
044df8cd-983a-466e-85d2-4c51ead9ec00,Close-Grip Push-Up off of a Dumbbell,close-grip-push-up-off-of-a-dumbbell,Push-Up,upper_body,intermediate,"[""triceps""]","[""abdominals"",""chest"",""shoulders""]",push,push,compound,"[""bodyweight""]",True,True,True,False,True,False,False,True,"Lie on the floor and place your hands on an upright dumbbell. Supporting your weight on your toes and hands, keep your torso rigid and your elbows in with your arms straight. This will be your starting position.","[""Lie on the floor and place your hands on an upright dumbbell. Supporting your weight on your toes and hands, keep your torso rigid and your elbows in with your arms straight. This will be your starting position."",""Lower your body, allowing the elbows to flex while you inhale. Keep your body straight, not allowing your hips to rise or sag."",""Press yourself back up to the starting position by extending the elbows. Breathe out as you perform this step."",""After a pause at the contracted position, repeat the movement for the prescribed amount of repetitions.""]",[],[],,,,,,,,,True,0
fb6e5d31-146a-4c26-b589-800a27906e3b,Cocoons,cocoons,Crunch,core,beginner,"[""abdominals""]",[],anti-flexion,pull,compound,"[""bodyweight""]",True,True,True,False,True,False,True,True,Begin by lying on your back on the ground. Your legs should be straight and your arms extended behind your head. This will be your starting position.,"[""Begin by lying on your back on the ground. Your legs should be straight and your arms extended behind your head. This will be your starting position."",""To perform the movement, tuck the knees toward your chest, rotating your pelvis to lift your glutes from the floor. As you do so, flex the spine, bringing your arms back over your head to perform a simultaneous crunch motion."",""After a brief pause, return to the starting position.""]",[],[],,,,,,,,,True,0
ecd4306b-6a00-4c3e-92a9-e769435f7dce,Contralateral Push-Ups,contralateral-push-ups,Push-Up,upper_body,advanced,"[""chest""]","[""shoulders"", ""triceps"", ""abdominals""]",push,push,compound,"[""bodyweight""]",True,True,True,False,True,False,False,True,"Push-up with opposite arm and leg lifted at the top, creating anti-rotation demand.","[""Perform a push-up."", ""At the top, lift one arm and opposite leg."", ""Hold briefly."", ""Lower limbs and do next push-up, switching sides.""]",[],[],,,,,,,,,False,0
cfcec5b3-b371-49e3-947e-c7cdaeed5a53,Contralateral Supermans,contralateral-supermans,Superman,core,beginner,"[""lower back""]","[""glutes"", ""shoulders""]",hip-hinge,pull,isolation,"[""bodyweight""]",True,True,True,False,True,False,True,True,"Lie face down, lift opposite arm and leg simultaneously. Reduced spinal load vs full superman.","[""Lie face down with arms overhead."", ""Lift right arm and left leg simultaneously."", ""Hold briefly, lower."", ""Switch to left arm and right leg.""]",[],[],,,,,,,,,False,0
ebfc8d15-6ddc-4dcf-8d80-006abed526c9,Cossack Lunges,cossack-lunges,Lunge,lower_body,intermediate,"[""adductors""]","[""quadriceps"", ""glutes"", ""hamstrings""]",lunge,push,compound,"[""bodyweight""]",True,True,True,False,True,True,False,True,Wide stance lateral squat where one leg bends deeply while the other stays straight with toes up.,"[""Stand in a wide stance."", ""Shift weight to one side, bending that knee deep."", ""Keep other leg straight, toes up."", ""Press back to center or shift to other side.""]",[],[],,,,,,,,,False,0
1cc17b0a-c5a3-4c81-bac9-a4a60558ab12,Crab Toe-Touches,crab-toe-touches,Crab,full_body,intermediate,"[""abdominals""]","[""shoulders"", ""glutes"", ""hip flexors""]",rotation,push,compound,"[""bodyweight""]",True,True,True,False,True,False,False,True,"In a tabletop/crab position, lift opposite hand and foot to touch. Full-body coordination exercise.","[""Sit with knees bent, hands behind you, lift hips."", ""Lift one hand and opposite foot, reaching to touch."", ""Return to tabletop."", ""Switch sides.""]",[],[],,,,,,,,,False,0
